,brewery_id,breweries,address1,address2,city,STATE,code,country,phone,website,filepath,descript,last_mod,coordinates,id,abv,name,state
519,385,Clipper City Brewing Co.,4615-B Hollins Ferry Road,,Baltimore,Maryland,21227,United States,1-410-247-7822,http://www.ccbeer.com/,,"At Clipper City our mission is to bring back the local brewery, and to do it in such a way that we are more than just a fringe player, but a positive part of our area. To accomplish this mission we have created a broad portfolio of products and brands with enough diversity that we have at least one beer that can appeal to everyone. Whether your preference is for a classic American style lager beer, or a big, challenging Hop Cubed Ale, we have a something that will suit your taste. Our goal is to brew beers for people who dare to walk up to the edge of the mountain and actually jump forward.  Our beers are for those who chart a bolder course.   Our brewery is named for the famed Clipper ship - first developed and built in our home port of Baltimore. The Clipper ship is the symbol for a strong nautical and maritime heritage with a commitment to craftsmanship of the highest caliber. It captures both the hardy nature of our working class history and the romance of what lies on the seas ahead. Why be normal when you can be EXTRAARGHdinary?  We believe in bringing beer drinkers the quality and flavor of a handcrafted beer while supporting the local communities we serve.",2010-07-22T16:00:20-04:00,"39.2308, -76.6751",288,10.0,Yule Tide,MD
520,475,Eagle Brewing,625 Fourth Street,,Mukilteo,Washington,98275,United States,1-425-348-8088,,,,2010-07-22T16:00:20-04:00,,730,0.0,Golden,WA
521,496,Elysian Brewery & Public House,1221 East Pike Street,,Seattle,Washington,98122,United States,1-206-860-1920,http://www.elysianbrewing.com/,,,2010-07-22T16:00:20-04:00,"47.614, -122.316",683,6.3,The Immortal IPA,WA
522,496,Elysian Brewery & Public House,1221 East Pike Street,,Seattle,Washington,98122,United States,1-206-860-1920,http://www.elysianbrewing.com/,,,2010-07-22T16:00:20-04:00,"47.614, -122.316",684,6.6,Whoville Weizenbock,WA
523,496,Elysian Brewery & Public House,1221 East Pike Street,,Seattle,Washington,98122,United States,1-206-860-1920,http://www.elysianbrewing.com/,,,2010-07-22T16:00:20-04:00,"47.614, -122.316",688,6.2,Avatar Jasmine IPA,WA
524,496,Elysian Brewery & Public House,1221 East Pike Street,,Seattle,Washington,98122,United States,1-206-860-1920,http://www.elysianbrewing.com/,,,2010-07-22T16:00:20-04:00,"47.614, -122.316",689,0.0,BiFrÃ¶st Winter Ale,WA
525,496,Elysian Brewery & Public House,1221 East Pike Street,,Seattle,Washington,98122,United States,1-206-860-1920,http://www.elysianbrewing.com/,,,2010-07-22T16:00:20-04:00,"47.614, -122.316",690,4.8,Elysian Fields Pale Ale,WA
526,496,Elysian Brewery & Public House,1221 East Pike Street,,Seattle,Washington,98122,United States,1-206-860-1920,http://www.elysianbrewing.com/,,,2010-07-22T16:00:20-04:00,"47.614, -122.316",691,4.8,Loki,WA
527,496,Elysian Brewery & Public House,1221 East Pike Street,,Seattle,Washington,98122,United States,1-206-860-1920,http://www.elysianbrewing.com/,,,2010-07-22T16:00:20-04:00,"47.614, -122.316",692,4.7,Zephyrus Pilsner,WA
528,496,Elysian Brewery & Public House,1221 East Pike Street,,Seattle,Washington,98122,United States,1-206-860-1920,http://www.elysianbrewing.com/,,,2010-07-22T16:00:20-04:00,"47.614, -122.316",693,5.4,Perseus Porter,WA
529,496,Elysian Brewery & Public House,1221 East Pike Street,,Seattle,Washington,98122,United States,1-206-860-1920,http://www.elysianbrewing.com/,,,2010-07-22T16:00:20-04:00,"47.614, -122.316",694,5.9,The Wise ESB,WA
530,496,Elysian Brewery & Public House,1221 East Pike Street,,Seattle,Washington,98122,United States,1-206-860-1920,http://www.elysianbrewing.com/,,,2010-07-22T16:00:20-04:00,"47.614, -122.316",695,5.3,Ambrosia Maibock,WA
531,496,Elysian Brewery & Public House,1221 East Pike Street,,Seattle,Washington,98122,United States,1-206-860-1920,http://www.elysianbrewing.com/,,,2010-07-22T16:00:20-04:00,"47.614, -122.316",696,0.0,BÃªte Blanche,WA
534,708,Jacob Leinenkugel Brewing Company,1 Jefferson Avenue,,Chippewa Falls,Wisconsin,54729,United States,1-715-723-5557,http://www.leinie.com/welcome.html,,,2010-07-22T16:00:20-04:00,"44.9449, -91.3968",232,4.9,Creamy Dark,WI
536,812,Magic Hat,5 Bartlett Bay Road,,South Burlington,Vermont,5403,United States,1-802-658-2739,http://www.magichat.net/,,"Burlington microbrewers of Humble Patience, Fat Angel, #9, Blind Faith IPA, and Heart of Darkness Oatmeal Stout.",2010-07-22T16:00:20-04:00,"44.4284, -73.2131",1,4.5,Hocus Pocus,VT
544,1029,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",901 Gilman Street,,Berkeley,California,94710,United States,1-510-528-9880,,,,2010-07-22T16:00:20-04:00,"47.5917, -122.335",120,7.5,Imperial Hefeweizen,CA
545,1029,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",901 Gilman Street,,Berkeley,California,94710,United States,1-510-528-9880,,,,2010-07-22T16:00:20-04:00,"37.8806, -122.3",120,7.5,Imperial Hefeweizen,CA
546,1074,Roost Brewery,200 East Campbell Avenue,,Campbell,California,95008,United States,1-408-866-2699,,,,2010-07-22T16:00:20-04:00,"37.2869, -121.946",291,0.0,Porter,CA
547,1074,Roost Brewery,200 East Campbell Avenue,,Campbell,California,95008,United States,1-408-866-2699,,,,2010-07-22T16:00:20-04:00,"37.2869, -121.946",292,0.0,ESB,CA
548,1074,Roost Brewery,200 East Campbell Avenue,,Campbell,California,95008,United States,1-408-866-2699,,,,2010-07-22T16:00:20-04:00,"37.2869, -121.946",293,0.0,Pale Ale,CA
549,1074,Roost Brewery,200 East Campbell Avenue,,Campbell,California,95008,United States,1-408-866-2699,,,,2010-07-22T16:00:20-04:00,"37.2869, -121.946",294,0.0,Kristall Weizen,CA
560,1163,Snowshoe Brewing - Sonora,,,Sonora,California,,United States,,,,,2010-07-22T16:00:20-04:00,"37.9841, -120.382",295,6.0,ESB (Extra Special Blizzard),CA
571,515,Faultline Brewing #1,1235 Oakmead Parkway,,Sunnyvale,California,94086,United States,1-408-736-2739,,,,2010-07-22T16:00:20-04:00,"37.387, -121.993",320,0.0,India Pale Ale (IPA),CA
572,515,Faultline Brewing #1,1235 Oakmead Parkway,,Sunnyvale,California,94086,United States,1-408-736-2739,,,,2010-07-22T16:00:20-04:00,"37.387, -121.993",321,0.0,Belgian Tripel,CA
573,515,Faultline Brewing #1,1235 Oakmead Parkway,,Sunnyvale,California,94086,United States,1-408-736-2739,,,,2010-07-22T16:00:20-04:00,"37.387, -121.993",322,0.0,Belgian Abbey,CA
574,515,Faultline Brewing #1,1235 Oakmead Parkway,,Sunnyvale,California,94086,United States,1-408-736-2739,,,,2010-07-22T16:00:20-04:00,"37.387, -121.993",323,0.0,Stout,CA
575,515,Faultline Brewing #1,1235 Oakmead Parkway,,Sunnyvale,California,94086,United States,1-408-736-2739,,,,2010-07-22T16:00:20-04:00,"37.387, -121.993",324,0.0,Pale Ale,CA
576,515,Faultline Brewing #1,1235 Oakmead Parkway,,Sunnyvale,California,94086,United States,1-408-736-2739,,,,2010-07-22T16:00:20-04:00,"37.387, -121.993",325,0.0,Best Bitter,CA
577,515,Faultline Brewing #1,1235 Oakmead Parkway,,Sunnyvale,California,94086,United States,1-408-736-2739,,,,2010-07-22T16:00:20-04:00,"37.387, -121.993",326,0.0,Hefe Weizen,CA
578,515,Faultline Brewing #1,1235 Oakmead Parkway,,Sunnyvale,California,94086,United States,1-408-736-2739,,,,2010-07-22T16:00:20-04:00,"37.387, -121.993",327,0.0,Pilsner,CA
579,515,Faultline Brewing #1,1235 Oakmead Parkway,,Sunnyvale,California,94086,United States,1-408-736-2739,,,,2010-07-22T16:00:20-04:00,"37.387, -121.993",328,0.0,KÃ¶lsch,CA
603,1124,Scuttlebutt Brewing,1524 West Marine View Drive,,Everett,Washington,98201,United States,1-425-257-9316,,,,2010-07-22T16:00:20-04:00,"47.9975, -122.214",731,5.6,Gale Force IPA,WA
604,1124,Scuttlebutt Brewing,1524 West Marine View Drive,,Everett,Washington,98201,United States,1-425-257-9316,,,,2010-07-22T16:00:20-04:00,"47.9975, -122.214",732,5.8,Porter,WA
605,1124,Scuttlebutt Brewing,1524 West Marine View Drive,,Everett,Washington,98201,United States,1-425-257-9316,,,,2010-07-22T16:00:20-04:00,"47.9975, -122.214",733,4.3,Nut Brown,WA
606,1124,Scuttlebutt Brewing,1524 West Marine View Drive,,Everett,Washington,98201,United States,1-425-257-9316,,,,2010-07-22T16:00:20-04:00,"47.9975, -122.214",734,5.1,Amber Ale,WA
607,1124,Scuttlebutt Brewing,1524 West Marine View Drive,,Everett,Washington,98201,United States,1-425-257-9316,,,,2010-07-22T16:00:20-04:00,"47.9975, -122.214",735,4.6,Hefe Weizen,WA
608,1124,Scuttlebutt Brewing,1524 West Marine View Drive,,Everett,Washington,98201,United States,1-425-257-9316,,,,2010-07-22T16:00:20-04:00,"47.9975, -122.214",736,0.0,Maibock,WA
609,1124,Scuttlebutt Brewing,1524 West Marine View Drive,,Everett,Washington,98201,United States,1-425-257-9316,,,,2010-07-22T16:00:20-04:00,"47.9975, -122.214",737,0.0,Sequoia Red,WA
610,1124,Scuttlebutt Brewing,1524 West Marine View Drive,,Everett,Washington,98201,United States,1-425-257-9316,,,,2010-07-22T16:00:20-04:00,"47.9975, -122.214",738,4.6,Homeport Blonde,WA
611,1136,Shipyard Brewing - Portland,86 Newbury Street,,Portland,Maine,4101,United States,1-800-789-0684,http://www.shipyard.com/,,"Since 1994, Shipyard Brewing Company has been brewing fine quality products with a wide range of style profiles. We use only top quality ingredients and pride ourselves on the consistency and freshness of our products. All our beer is hand crafted from recipes developed by master brewer Alan Pugsley, one of the most influential people in the craft brewing movement in North America.  Shipyard is available in 35+ states around the country and markets for our freshly brewed, hand-crafted beers continue to expand.",2010-07-22T16:00:20-04:00,"43.6619, -70.2489",195,0.0,Ringwood Brewery Old Thumper Extra Special Ale,ME
612,1136,Shipyard Brewing - Portland,86 Newbury Street,,Portland,Maine,4101,United States,1-800-789-0684,http://www.shipyard.com/,,"Since 1994, Shipyard Brewing Company has been brewing fine quality products with a wide range of style profiles. We use only top quality ingredients and pride ourselves on the consistency and freshness of our products. All our beer is hand crafted from recipes developed by master brewer Alan Pugsley, one of the most influential people in the craft brewing movement in North America.  Shipyard is available in 35+ states around the country and markets for our freshly brewed, hand-crafted beers continue to expand.",2010-07-22T16:00:20-04:00,"43.6619, -70.2489",196,5.1,Export Ale,ME
613,1175,Spanish Peaks Brewing,Polson MT 59860,,Polson,Montana,,United States,,http://www.blackdogales.com/,,,2010-07-22T16:00:20-04:00,"47.6959, -114.176",37,0.0,Winter Cheer,MT
614,1175,Spanish Peaks Brewing,Polson MT 59860,,Polson,Montana,,United States,,http://www.blackdogales.com/,,,2010-07-22T16:00:20-04:00,"47.6959, -114.176",136,0.0,American Pale Ale,MT
618,14,Aksarben Brewing (BOP),11337 Davenport St.,,Omaha,Nebraska,68130,United States,,,,This brewery is closed.,2010-07-22T16:00:20-04:00,"41.2603, -96.0903",465,0.0,Bourbon Imperial Stout,NE
619,14,Aksarben Brewing (BOP),11337 Davenport St.,,Omaha,Nebraska,68130,United States,,,,This brewery is closed.,2010-07-22T16:00:20-04:00,"41.2603, -96.0903",466,0.0,Witbier,NE
620,14,Aksarben Brewing (BOP),11337 Davenport St.,,Omaha,Nebraska,68130,United States,,,,This brewery is closed.,2010-07-22T16:00:20-04:00,"41.2603, -96.0903",467,0.0,Bavarian Bock,NE
621,14,Aksarben Brewing (BOP),11337 Davenport St.,,Omaha,Nebraska,68130,United States,,,,This brewery is closed.,2010-07-22T16:00:20-04:00,"41.2603, -96.0903",468,0.0,Heater,NE
622,14,Aksarben Brewing (BOP),11337 Davenport St.,,Omaha,Nebraska,68130,United States,,,,This brewery is closed.,2010-07-22T16:00:20-04:00,"41.2603, -96.0903",469,0.0,Harvest Brown,NE
623,14,Aksarben Brewing (BOP),11337 Davenport St.,,Omaha,Nebraska,68130,United States,,,,This brewery is closed.,2010-07-22T16:00:20-04:00,"41.2603, -96.0903",470,0.0,Brout,NE
624,28,Alltech's Lexington Brewing Company,401 Cross Street,,Lexington,Kentucky,40508,United States,1-859-887-3406,http://www.kentuckyale.com/kentuckyale/Index.html,,"Producers of Kentucky Ale brand.   Also a very esteemed educational institution, specializing in distilling sciences and fermentation sciences.",2010-07-22T16:00:20-04:00,"38.0501, -84.5088",878,0.0,Kentucky Ale,KY
661,540,Flying Dog Brewery,2401 Blake St.,,Denver,Colorado,80205,United States,303-292-5027,http://www.flyingdogales.com/,,,2010-07-22T16:00:20-04:00,"39.7582, -104.99",813,10.2,Horn Dog,CO
666,594,Grand Teton Brewing #2,430 Old Jackson Highway,,Victor,Idaho,83455,United States,1-208-787-9000,http://www.grandtetonbrewing.com/,,,2010-07-22T16:00:20-04:00,"43.5984, -111.108",496,0.0,Teton Ale,ID
667,641,Hawks Brewing,,,Roseburg,Oregon,97470,United States,1-541-679-5778,,,(No longer brewing),2010-07-22T16:00:20-04:00,"43.2165, -123.342",803,8.0,Super Natural Oatmeal Stout,OR
668,641,Hawks Brewing,,,Roseburg,Oregon,97470,United States,1-541-679-5778,,,(No longer brewing),2010-07-22T16:00:20-04:00,"43.2165, -123.342",807,9.9,Imperial Gold Malt Liquor,OR
669,691,Independence Brew Pub,1150 Filbert Street,,Philadelphia,Pennsylvania,19107,United States,1-215-922-4292,http://www.independencebrewpub.com/,,,2010-07-22T16:00:20-04:00,"39.9526, -75.1594",941,5.5,Red Ale,PA
670,691,Independence Brew Pub,1150 Filbert Street,,Philadelphia,Pennsylvania,19107,United States,1-215-922-4292,http://www.independencebrewpub.com/,,,2010-07-22T16:00:20-04:00,"39.9526, -75.1594",961,0.0,Oatmeal Stout,PA
671,691,Independence Brew Pub,1150 Filbert Street,,Philadelphia,Pennsylvania,19107,United States,1-215-922-4292,http://www.independencebrewpub.com/,,,2010-07-22T16:00:20-04:00,"39.9526, -75.1594",962,0.0,Belgian Singel,PA
672,691,Independence Brew Pub,1150 Filbert Street,,Philadelphia,Pennsylvania,19107,United States,1-215-922-4292,http://www.independencebrewpub.com/,,,2010-07-22T16:00:20-04:00,"39.9526, -75.1594",963,0.0,IPA,PA
673,691,Independence Brew Pub,1150 Filbert Street,,Philadelphia,Pennsylvania,19107,United States,1-215-922-4292,http://www.independencebrewpub.com/,,,2010-07-22T16:00:20-04:00,"39.9526, -75.1594",964,0.0,Kolsch,PA
674,717,Jobber's Canyon Restaurant & Brewery,,,Omaha,Nebraska,,United States,,,,,2010-07-22T16:00:20-04:00,"41.254, -95.9993",861,0.0,Porter,NE
675,717,Jobber's Canyon Restaurant & Brewery,,,Omaha,Nebraska,,United States,,,,,2010-07-22T16:00:20-04:00,"41.254, -95.9993",862,0.0,Oktoberfest,NE
676,717,Jobber's Canyon Restaurant & Brewery,,,Omaha,Nebraska,,United States,,,,,2010-07-22T16:00:20-04:00,"41.254, -95.9993",863,0.0,Tip Top Pale Ale,NE
677,779,Left Hand Brewing Company,1265 Boston Avenue,,Longmont,Colorado,80501,United States,1-303-772-0258,http://www.lefthandbrewing.com/,,,2010-07-22T16:00:20-04:00,"40.1587, -105.113",3,9.1,Widdershins Barleywine,CO
678,779,Left Hand Brewing Company,1265 Boston Avenue,,Longmont,Colorado,80501,United States,1-303-772-0258,http://www.lefthandbrewing.com/,,,2010-07-22T16:00:20-04:00,"40.1587, -105.113",12,4.0,JuJu Ginger,CO
679,779,Left Hand Brewing Company,1265 Boston Avenue,,Longmont,Colorado,80501,United States,1-303-772-0258,http://www.lefthandbrewing.com/,,,2010-07-22T16:00:20-04:00,"40.1587, -105.113",72,0.0,Goosinator Smoked Doppelbock 2007,CO
680,779,Left Hand Brewing Company,1265 Boston Avenue,,Longmont,Colorado,80501,United States,1-303-772-0258,http://www.lefthandbrewing.com/,,,2010-07-22T16:00:20-04:00,"40.1587, -105.113",73,8.6,Snow Bound Winter Ale,CO
681,779,Left Hand Brewing Company,1265 Boston Avenue,,Longmont,Colorado,80501,United States,1-303-772-0258,http://www.lefthandbrewing.com/,,,2010-07-22T16:00:20-04:00,"40.1587, -105.113",74,6.6,Warrior IPA,CO
682,779,Left Hand Brewing Company,1265 Boston Avenue,,Longmont,Colorado,80501,United States,1-303-772-0258,http://www.lefthandbrewing.com/,,,2010-07-22T16:00:20-04:00,"40.1587, -105.113",206,0.0,Sawtooth Ale,CO
683,779,Left Hand Brewing Company,1265 Boston Avenue,,Longmont,Colorado,80501,United States,1-303-772-0258,http://www.lefthandbrewing.com/,,,2010-07-22T16:00:20-04:00,"40.1587, -105.113",207,0.0,Pole Star Pilsner,CO
684,779,Left Hand Brewing Company,1265 Boston Avenue,,Longmont,Colorado,80501,United States,1-303-772-0258,http://www.lefthandbrewing.com/,,,2010-07-22T16:00:20-04:00,"40.1587, -105.113",213,0.0,Black Jack Porter,CO
687,841,McKenzie Brew House,451 Wilmington-West Chester Pike,,Glen Mills,Pennsylvania,19342,United States,1-610-361-9800,http://www.mckenziebrewhouse.com,,,2010-07-22T16:00:20-04:00,"39.8658, -75.5442",990,0.0,Irish Red Ale,PA
688,841,McKenzie Brew House,451 Wilmington-West Chester Pike,,Glen Mills,Pennsylvania,19342,United States,1-610-361-9800,http://www.mckenziebrewhouse.com,,,2010-07-22T16:00:20-04:00,"39.8658, -75.5442",991,8.0,Abbey 8,PA
689,841,McKenzie Brew House,451 Wilmington-West Chester Pike,,Glen Mills,Pennsylvania,19342,United States,1-610-361-9800,http://www.mckenziebrewhouse.com,,,2010-07-22T16:00:20-04:00,"39.8658, -75.5442",992,6.2,Farmhouse Saison,PA
690,841,McKenzie Brew House,451 Wilmington-West Chester Pike,,Glen Mills,Pennsylvania,19342,United States,1-610-361-9800,http://www.mckenziebrewhouse.com,,,2010-07-22T16:00:20-04:00,"39.8658, -75.5442",993,6.6,East Kent IPA,PA
691,841,McKenzie Brew House,451 Wilmington-West Chester Pike,,Glen Mills,Pennsylvania,19342,United States,1-610-361-9800,http://www.mckenziebrewhouse.com,,,2010-07-22T16:00:20-04:00,"39.8658, -75.5442",994,6.5,French Country Spring Beer,PA
692,841,McKenzie Brew House,451 Wilmington-West Chester Pike,,Glen Mills,Pennsylvania,19342,United States,1-610-361-9800,http://www.mckenziebrewhouse.com,,,2010-07-22T16:00:20-04:00,"39.8658, -75.5442",995,5.7,Black Lab Stout,PA
693,841,McKenzie Brew House,451 Wilmington-West Chester Pike,,Glen Mills,Pennsylvania,19342,United States,1-610-361-9800,http://www.mckenziebrewhouse.com,,,2010-07-22T16:00:20-04:00,"39.8658, -75.5442",996,5.5,Old Rogue Pale Ale,PA
694,841,McKenzie Brew House,451 Wilmington-West Chester Pike,,Glen Mills,Pennsylvania,19342,United States,1-610-361-9800,http://www.mckenziebrewhouse.com,,,2010-07-22T16:00:20-04:00,"39.8658, -75.5442",997,4.0,Unicorn Amber Ale,PA
695,841,McKenzie Brew House,451 Wilmington-West Chester Pike,,Glen Mills,Pennsylvania,19342,United States,1-610-361-9800,http://www.mckenziebrewhouse.com,,,2010-07-22T16:00:20-04:00,"39.8658, -75.5442",998,3.5,Light Lager,PA
698,879,Montana Brewing,113 North Broadway,,Billings,Montana,59101,United States,1-406-252-9200,,,Montana Brewing Company...small brewery...BIG BEER!,2010-07-22T16:00:20-04:00,"45.7822, -108.506",89,0.0,Espresso Porter,MT
699,879,Montana Brewing,113 North Broadway,,Billings,Montana,59101,United States,1-406-252-9200,,,Montana Brewing Company...small brewery...BIG BEER!,2010-07-22T16:00:20-04:00,"45.7822, -108.506",90,0.0,Harvest Ale,MT
700,879,Montana Brewing,113 North Broadway,,Billings,Montana,59101,United States,1-406-252-9200,,,Montana Brewing Company...small brewery...BIG BEER!,2010-07-22T16:00:20-04:00,"45.7822, -108.506",91,0.0,Stillwater Rye,MT
701,879,Montana Brewing,113 North Broadway,,Billings,Montana,59101,United States,1-406-252-9200,,,Montana Brewing Company...small brewery...BIG BEER!,2010-07-22T16:00:20-04:00,"45.7822, -108.506",92,0.0,Sharptail Pale Ale,MT
702,879,Montana Brewing,113 North Broadway,,Billings,Montana,59101,United States,1-406-252-9200,,,Montana Brewing Company...small brewery...BIG BEER!,2010-07-22T16:00:20-04:00,"45.7822, -108.506",93,0.0,Fat Belly Amber,MT
703,879,Montana Brewing,113 North Broadway,,Billings,Montana,59101,United States,1-406-252-9200,,,Montana Brewing Company...small brewery...BIG BEER!,2010-07-22T16:00:20-04:00,"45.7822, -108.506",94,0.0,Whitetail Wheat,MT
704,879,Montana Brewing,113 North Broadway,,Billings,Montana,59101,United States,1-406-252-9200,,,Montana Brewing Company...small brewery...BIG BEER!,2010-07-22T16:00:20-04:00,"45.7822, -108.506",95,0.0,Sandbagger Gold,MT
705,1054,Revolution Brewing LLC,2323 N Milwaukee Ave,,Chicago,Illinois,60647,United States,773-227-BREW,http://revbrew.com/,,Revolution Brewing LLC is opening a brewpub in Logan Square which will include a full-service restaurant. We will also be selling our beers in kegs to select Chicago drinking establishments as brewing capacity allows.,2010-07-22T16:00:20-04:00,"41.9234, -87.6982",406,0.0,Iron Fist Pale Ale,IL
706,1138,Shmaltz Enterprises,3435 Cesar Chavez #227,,San Francisco,California,94110,United States,1-650-343-2739,,,,2010-07-22T16:00:20-04:00,"37.7481, -122.419",174,0.0,Coney Island Lager,CA
707,1142,Sierra Nevada Brewing Co.,1075 East 20th Street,,Chico,California,95928,United States,1-530-893-3520,http://www.sierranevada.com/,,,2010-07-22T16:00:20-04:00,"39.7246, -121.816",21,9.6,Bigfoot 2001,CA
708,1142,Sierra Nevada Brewing Co.,1075 East 20th Street,,Chico,California,95928,United States,1-530-893-3520,http://www.sierranevada.com/,,,2010-07-22T16:00:20-04:00,"39.7246, -121.816",22,9.6,Bigfoot 2002,CA
709,1142,Sierra Nevada Brewing Co.,1075 East 20th Street,,Chico,California,95928,United States,1-530-893-3520,http://www.sierranevada.com/,,,2010-07-22T16:00:20-04:00,"39.7246, -121.816",23,9.6,Bigfoot 2003,CA
710,1142,Sierra Nevada Brewing Co.,1075 East 20th Street,,Chico,California,95928,United States,1-530-893-3520,http://www.sierranevada.com/,,,2010-07-22T16:00:20-04:00,"39.7246, -121.816",24,9.6,Bigfoot 2004,CA
711,1142,Sierra Nevada Brewing Co.,1075 East 20th Street,,Chico,California,95928,United States,1-530-893-3520,http://www.sierranevada.com/,,,2010-07-22T16:00:20-04:00,"39.7246, -121.816",25,9.6,Bigfoot 2005,CA
712,1142,Sierra Nevada Brewing Co.,1075 East 20th Street,,Chico,California,95928,United States,1-530-893-3520,http://www.sierranevada.com/,,,2010-07-22T16:00:20-04:00,"39.7246, -121.816",70,6.7,Harvest Ale 2007,CA
713,1142,Sierra Nevada Brewing Co.,1075 East 20th Street,,Chico,California,95928,United States,1-530-893-3520,http://www.sierranevada.com/,,,2010-07-22T16:00:20-04:00,"39.7246, -121.816",404,6.8,India Pale Ale,CA
714,1142,Sierra Nevada Brewing Co.,1075 East 20th Street,,Chico,California,95928,United States,1-530-893-3520,http://www.sierranevada.com/,,,2010-07-22T16:00:20-04:00,"39.7246, -121.816",405,9.6,Bigfoot 2006,CA
715,1142,Sierra Nevada Brewing Co.,1075 East 20th Street,,Chico,California,95928,United States,1-530-893-3520,http://www.sierranevada.com/,,,2010-07-22T16:00:20-04:00,"39.7246, -121.816",463,9.6,Bigfoot 2000,CA
716,44,Anheuser-Busch,One Busch Place,,Saint Louis,Missouri,63118,United States,1-800-342-5283,http://www.anheuser-busch.com/,,"Anheuser-Busch operates 12 breweries in the United States, 14 in China and one in the United Kingdom. Anheuser-Busch's operations and resources are focused on adding to life's enjoyment not only through the responsible consumption of beer by adults, but through theme park entertainment and packaging.  In the United States, the company holds a 48.5 percent share of U.S. beer sales. Worldwide, Anheuser-Busch's beer sales volume was 128.4 million barrels in 2007.  The St. Louis-based company's subsidiaries include one of the largest U.S. manufacturers of aluminum beverage containers and one of the world's largest recyclers of aluminum beverage cans. Anheuser-Busch also has interests in malt production, rice milling, real estate development, turf farming, metalized and paper label printing, bottle production and transportation services.",2010-07-22T16:00:20-04:00,"38.5983, -90.209",239,5.2,Spring Heat Spiced Wheat,MO
717,44,Anheuser-Busch,One Busch Place,,Saint Louis,Missouri,63118,United States,1-800-342-5283,http://www.anheuser-busch.com/,,"Anheuser-Busch operates 12 breweries in the United States, 14 in China and one in the United Kingdom. Anheuser-Busch's operations and resources are focused on adding to life's enjoyment not only through the responsible consumption of beer by adults, but through theme park entertainment and packaging.  In the United States, the company holds a 48.5 percent share of U.S. beer sales. Worldwide, Anheuser-Busch's beer sales volume was 128.4 million barrels in 2007.  The St. Louis-based company's subsidiaries include one of the largest U.S. manufacturers of aluminum beverage containers and one of the world's largest recyclers of aluminum beverage cans. Anheuser-Busch also has interests in malt production, rice milling, real estate development, turf farming, metalized and paper label printing, bottle production and transportation services.",2010-07-22T16:00:20-04:00,"38.5983, -90.209",535,5.5,Green Valley Stone Mill Pale Ale,MO
718,44,Anheuser-Busch,One Busch Place,,Saint Louis,Missouri,63118,United States,1-800-342-5283,http://www.anheuser-busch.com/,,"Anheuser-Busch operates 12 breweries in the United States, 14 in China and one in the United Kingdom. Anheuser-Busch's operations and resources are focused on adding to life's enjoyment not only through the responsible consumption of beer by adults, but through theme park entertainment and packaging.  In the United States, the company holds a 48.5 percent share of U.S. beer sales. Worldwide, Anheuser-Busch's beer sales volume was 128.4 million barrels in 2007.  The St. Louis-based company's subsidiaries include one of the largest U.S. manufacturers of aluminum beverage containers and one of the world's largest recyclers of aluminum beverage cans. Anheuser-Busch also has interests in malt production, rice milling, real estate development, turf farming, metalized and paper label printing, bottle production and transportation services.",2010-07-22T16:00:20-04:00,"38.5983, -90.209",536,0.0,Green Valley Wild Hop Lager,MO
732,255,BridgePort Brewing,1313 NW Marshall Street,,Portland,Oregon,97209,United States,1-503-241-7179,http://www.bridgeportbrew.com/,,,2010-07-22T16:00:20-04:00,"45.5311, -122.685",141,0.0,Haymaker Extra Pale Ale,OR
733,255,BridgePort Brewing,1313 NW Marshall Street,,Portland,Oregon,97209,United States,1-503-241-7179,http://www.bridgeportbrew.com/,,,2010-07-22T16:00:20-04:00,"45.5311, -122.685",190,0.0,Beer Town Brown,OR
744,545,Fort Collins Brewery,1900-B East Lincoln Avenue,,Fort Collins,Colorado,80524,United States,1-970-472-1499,http://www.fortcollinsbrewery.com,,,2010-07-22T16:00:20-04:00,"40.5832, -105.042",10,0.0,Chocolate Stout,CO
745,545,Fort Collins Brewery,1900-B East Lincoln Avenue,,Fort Collins,Colorado,80524,United States,1-970-472-1499,http://www.fortcollinsbrewery.com,,,2010-07-22T16:00:20-04:00,"40.5832, -105.042",13,0.0,The Kidd Lager,CO
746,586,Goose Island Beer Company - Fulton Street,1800 West Fulton Street,,Chicago,Illinois,60612,United States,1-800-466-7363,,,,2010-07-22T16:00:20-04:00,"41.8871, -87.6721",65,13.0,Bourbon County Stout 2007,IL
747,586,Goose Island Beer Company - Fulton Street,1800 West Fulton Street,,Chicago,Illinois,60612,United States,1-800-466-7363,,,,2010-07-22T16:00:20-04:00,"41.8871, -87.6721",372,7.0,Matilda,IL
748,586,Goose Island Beer Company - Fulton Street,1800 West Fulton Street,,Chicago,Illinois,60612,United States,1-800-466-7363,,,,2010-07-22T16:00:20-04:00,"41.8871, -87.6721",407,8.0,Demolition,IL
749,586,Goose Island Beer Company - Fulton Street,1800 West Fulton Street,,Chicago,Illinois,60612,United States,1-800-466-7363,,,,2010-07-22T16:00:20-04:00,"41.8871, -87.6721",894,0.0,Pere Jacques,IL
750,590,Gottberg Brew Pub,2804 13th Street,,Columbus,Nebraska,68601,United States,1-402-562-6488,,,,2010-07-22T16:00:20-04:00,"41.4295, -97.3623",234,0.0,StÃ¼venbrÃ¤u Maibock,NE
